id,region,sexo,edad,p72,p72_1,p72_1otr,p72_2,p73,p74,p74_1,p74_2,p74_3,p74_4,p74_4_bis,p75_1,p75_2,p75_3,p75_4,p76horas,p76minutos,horas_internet,minutos_internet,p77_1,p77_2,p77_3,p77_4,p77_5,p77_6,p77_7,p77_8,p77_9,p77_10,p78_1,p78_2,p78_3,p78_4,p78_5,p78_1_1,p78_1_2,p78_1_3,p78_1_4,p78_1_5,p78_2b,p78_3b_1,p78_3b,p79_1,p79_2,p79_3,p79_4,p79_5,p79_6,p79_7,p80horas,p80minutos,horas_redes,minutos_redes,p81,p81_1a,p81_1b,p81_1c,p81_1d,p81_1e,p81_1f,p81_1g,p81_1h,p81_1i,p81_1j,p81_1k,p81_1l,p82,p83,p84,p85,p85_1,p85_2,p85_3,p85_3_bis,p86,p87,p88,p89horas,p89minutos,horas_videojuegos,minutos_videojuegos,p90_1,p90_2,p90_3,p90_4,p91,p91_bis,minutos_radio_1,minutos_radio_total,horas_radio_total,minutos_musica_1,minutos_musica_total,horas_musica_total,minutos_diario_1,minutos_diario_total,horas_diario_total,minutos_tv_1,minutos_tv_total,horas_tv_total,minutos_internet_1,minutos_internet_total,horas_internet_total,minutos_redes_1,minutos_redes_total,horas_redes_total,minutos_videojuegos_1,minutos_videojuegos_total,horas_videojuegos_total
730,PATAGONIA,Mujer,64,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,450,450,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,20,0,20,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,15,0,15,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,2,SI,NO,191,191,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,0,30,0.5,120,120,2,120,150,2.5,0,20,0.333333333,0,15,0.25,0,0,0
731,PATAGONIA,Varón,15,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,12,NO USA,12,NO USA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,SI,SI,NO,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,NUNCA,1,0,1,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,,,,,,,,,,,,1,1,NO,1,SI,SI,NS/NC,NS/NC,0,SI,ALGUNOS DIAS POR SEMANA,5,0,5,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,0,0,0,0,0,60,60,1,0,0,0,360,360,6,720,720,12,60,60,1,300,300,5
732,PATAGONIA,Varón,21,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",600,600,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,12,NO USA,12,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,NO,1,SI,SI,650,650,0,SI,TODOS O CASI TODOS LOS DIAS,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,300,300,240,240,4,240,240,4,0,20,0.333333333,120,120,2,720,720,12,120,120,2,120,120,2
733,PATAGONIA,Varón,38,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,1350,1350,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,4,NO USA,4,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,2,SI,SI,650,650,0,SI,ALGUNAS VECES AL MES,0,30,0,30,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,0,0,240,240,4,0,40,0.666666667,0,20,0.333333333,120,120,2,240,240,4,0,0,0,0,30,0.5
734,PATAGONIA,Varón,48,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1500,1500,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,2,NO USA,2,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,30,0,30,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,2,1,SI,1,NO,NA,260,260,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,480,480,8,60,60,1,0,0,0,120,120,2,120,120,2,0,30,0.5,0,0,0
735,PATAGONIA,Varón,74,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,1,NINGUNA,SI,1,NO,NA,600,600,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,0,0,0,120,120,2,60,60,1,0,0,0,0,0,0,0,0,0
736,PATAGONIA,Mujer,14,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,NS/NC,NS/NC,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,12,NO USA,12,NO USA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,NUNCA,5,0,5,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,GRABACIONES DE AUDIO,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,0,30,0.5,0,0,0,420,420,7,720,720,12,300,300,5,0,0,0
737,PATAGONIA,Mujer,22,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,800,800,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,16,NO USA,16,NO USA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,1,0,1,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,VIDEO,PAGINAS WEB,,,,,,,,2,NINGUNA,NO,1,SI,SI,520,520,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,60,60,1,0,0,0,360,360,6,960,960,16,60,60,1,0,0,0
738,PATAGONIA,Mujer,39,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",550,550,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,SI,NO,NO,NO,SI,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NUNCA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,NO,1,SI,SI,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,180,180,3,0,30,0.5,120,120,2,180,180,3,60,60,1,0,0,0
739,PATAGONIA,Mujer,59,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,1500,1500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,12,NO USA,12,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,2,0,2,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,VIDEO,,,,,,,,,,,2,2,SI,1,SI,SI,900,900,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,60,60,1,60,60,1,180,180,3,720,720,12,120,120,2,0,0,0
740,PATAGONIA,Mujer,75,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,700,700,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,4,NO USA,4,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,SI,NO,NO,NO,NO,ALGUNAS VECES AL MES,NA,NA,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,600,600,10,60,60,1,0,30,0.5,120,120,2,240,240,4,180,180,3,0,0,0
741,PATAGONIA,Varón,18,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,14,NO USA,14,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,NUNCA,10,0,10,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,MÚSICA,,,,,,,,,,,1,1,NO,1,SI,SI,NS/NC,NS/NC,NS/NC,SI,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,0,0,0,0,0,300,300,5,0,0,0,0,0,0,840,840,14,600,600,10,120,120,2
742,PATAGONIA,Varón,28,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,12,NO USA,12,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNAS VECES AL MES,NUNCA,2,0,2,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,VIDEO,,,,,,,,,,,9,3,SI,1,SI,NO,NS/NC,NS/NC,30000,SI,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,0,0,0,10,0.166666667,240,240,4,60,60,1,240,240,4,720,720,12,120,120,2,120,120,2
743,PATAGONIA,Varón,30,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,12,NO USA,12,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNAS VECES AL MES,NUNCA,6,0,6,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,2,1,NO,1,SI,SI,400,400,NS/NC,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,180,180,3,0,0,0,720,720,12,720,720,12,360,360,6,0,0,0
744,PATAGONIA,Varón,59,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",300,300,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,3,NO USA,3,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,SI,1,SI,SI,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,60,60,1,60,60,1,120,120,2,180,180,3,0,0,0,0,0,0
745,PATAGONIA,Varón,86,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,360,360,6,120,120,2,120,120,2,0,0,0,0,0,0,0,0,0
746,PATAGONIA,Mujer,18,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,12,NO USA,12,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,8,0,8,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,VIDEO,,,,,,,,,1,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,300,300,5,0,10,0.166666667,0,30,0.5,720,720,12,480,480,8,0,0,0
747,PATAGONIA,Mujer,23,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,12,NO USA,12,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,SI,SI,NO,NO,SI,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,ALGUNA VEZ CADA 3 MESES,NO,NA, ,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,10,0,10,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,VIDEO,,,,,,,,,2,NINGUNA,NO,1,SI,SI,500,500,NS/NC,SI,ALGUNAS VECES AL MES,2,0,2,0,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNAS VECES AL MES,NS/NC,NS/NC,0,30,0.5,300,300,5,0,20,0.333333333,0,0,0,720,720,12,600,600,10,120,120,2
748,PATAGONIA,Mujer,35,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,10,NO USA,10,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,2,0,2,0,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,VIDEO,,,,,,,,,1,2,NO,1,SI,SI,800,800,NS/NC,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,240,240,4,60,60,1,120,120,2,600,600,10,120,120,2,0,0,0
749,PATAGONIA,Mujer,60,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",730,730,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,10,NO USA,10,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,1,SI,NO,500,500,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,180,180,3,0,10,0.166666667,0,30,0.5,600,600,10,120,120,2,0,0,0
